USER_ID	LINK	NAME	CAPTION	DESCRIPTION	MESSAGE	PRIVACY
47	www.bookmark84.com	Bookmark8	null	null	null	2
48	www.bookmark85.com	Bookmark12	null	null	null	3
50	www.bookmark86.com	Bookmark4	null	null	null	2
50	www.bookmark87.com	Bookmark11	null	null	null	3
51	www.bookmark88.com	Bookmark9	null	null	null	1
52	www.bookmark89.com	Bookmark1	null	null	null	3
52	www.bookmark90.com	Bookmark14	null	null	null	1
54	www.bookmark91.com	Bookmark8	null	null	null	1
54	www.bookmark92.com	Bookmark2	null	null	null	1
55	www.bookmark93.com	Bookmark3	null	null	null	2
55	www.bookmark94.com	Bookmark10	null	null	null	1
55	www.bookmark95.com	Bookmark1	null	null	null	1
55	www.bookmark96.com	Bookmark4	null	null	null	3
56	www.bookmark97.com	Bookmark14	null	null	null	1
56	www.bookmark98.com	Bookmark4	null	null	null	4
56	www.bookmark99.com	Bookmark3	null	null	null	3
56	www.bookmark100.com	Bookmark10	null	null	null	2
58	www.bookmark101.com	Bookmark9	null	null	null	3
58	www.bookmark102.com	Bookmark5	null	null	null	4
58	www.bookmark103.com	Bookmark11	null	null	null	2
58	www.bookmark104.com	Bookmark15	null	null	null	4
59	www.bookmark105.com	Bookmark3	null	null	null	2
59	www.bookmark106.com	Bookmark4	null	null	null	4
59	www.bookmark107.com	Bookmark5	null	null	null	1
59	www.bookmark108.com	Bookmark2	null	null	null	3
60	www.bookmark109.com	Bookmark14	null	null	null	3
60	www.bookmark110.com	Bookmark10	null	null	null	1
60	www.bookmark111.com	Bookmark1	null	null	null	3
60	www.bookmark112.com	Bookmark14	null	null	null	1
63	www.bookmark113.com	Bookmark14	null	null	null	3
64	www.bookmark114.com	Bookmark13	null	null	null	3
64	www.bookmark115.com	Bookmark6	null	null	null	2
65	www.bookmark116.com	Bookmark8	null	null	null	4
65	www.bookmark117.com	Bookmark5	null	null	null	1
66	www.bookmark118.com	Bookmark15	null	null	null	2
66	www.bookmark119.com	Bookmark14	null	null	null	4
66	www.bookmark120.com	Bookmark7	null	null	null	3
67	www.bookmark121.com	Bookmark7	null	null	null	4
68	www.bookmark122.com	Bookmark8	null	null	null	4
70	www.bookmark123.com	Bookmark1	null	null	null	4
71	www.bookmark124.com	Bookmark1	null	null	null	4
72	www.bookmark125.com	Bookmark3	null	null	null	4
72	www.bookmark126.com	Bookmark4	null	null	null	3
73	www.bookmark127.com	Bookmark7	null	null	null	3
74	www.bookmark128.com	Bookmark8	null	null	null	4
74	www.bookmark129.com	Bookmark11	null	null	null	3
74	www.bookmark130.com	Bookmark2	null	null	null	4
75	www.bookmark131.com	Bookmark9	null	null	null	3
76	www.bookmark132.com	Bookmark3	null	null	null	1
76	www.bookmark133.com	Bookmark14	null	null	null	1
77	www.bookmark134.com	Bookmark11	null	null	null	3
77	www.bookmark135.com	Bookmark7	null	null	null	4
78	www.bookmark136.com	Bookmark5	null	null	null	1
78	www.bookmark137.com	Bookmark7	null	null	null	2
78	www.bookmark138.com	Bookmark14	null	null	null	1
78	www.bookmark139.com	Bookmark6	null	null	null	2
79	www.bookmark140.com	Bookmark5	null	null	null	2
80	www.bookmark141.com	Bookmark14	null	null	null	3
80	www.bookmark142.com	Bookmark5	null	null	null	3
80	www.bookmark143.com	Bookmark14	null	null	null	3
80	www.bookmark144.com	Bookmark1	null	null	null	1
81	www.bookmark145.com	Bookmark11	null	null	null	3
81	www.bookmark146.com	Bookmark13	null	null	null	4
81	www.bookmark147.com	Bookmark4	null	null	null	4
82	www.bookmark148.com	Bookmark13	null	null	null	2
83	www.bookmark149.com	Bookmark7	null	null	null	2
83	www.bookmark150.com	Bookmark1	null	null	null	2
83	www.bookmark151.com	Bookmark5	null	null	null	3
83	www.bookmark152.com	Bookmark12	null	null	null	2
85	www.bookmark153.com	Bookmark14	null	null	null	1
86	www.bookmark154.com	Bookmark10	null	null	null	3
86	www.bookmark155.com	Bookmark8	null	null	null	2
86	www.bookmark156.com	Bookmark6	null	null	null	3
86	www.bookmark157.com	Bookmark15	null	null	null	3
88	www.bookmark158.com	Bookmark7	null	null	null	1
88	www.bookmark159.com	Bookmark5	null	null	null	4
88	www.bookmark160.com	Bookmark6	null	null	null	3
90	www.bookmark161.com	Bookmark8	null	null	null	4
90	www.bookmark162.com	Bookmark3	null	null	null	4
90	www.bookmark163.com	Bookmark15	null	null	null	4
90	www.bookmark164.com	Bookmark11	null	null	null	3
91	www.bookmark165.com	Bookmark10	null	null	null	4
91	www.bookmark166.com	Bookmark4	null	null	null	4
91	www.bookmark167.com	Bookmark4	null	null	null	3
91	www.bookmark168.com	Bookmark3	null	null	null	2
92	www.bookmark169.com	Bookmark5	null	null	null	4
93	www.bookmark170.com	Bookmark1	null	null	null	1
93	www.bookmark171.com	Bookmark6	null	null	null	3
94	www.bookmark172.com	Bookmark7	null	null	null	3
95	www.bookmark173.com	Bookmark11	null	null	null	3
95	www.bookmark174.com	Bookmark11	null	null	null	1
95	www.bookmark175.com	Bookmark15	null	null	null	2
95	www.bookmark176.com	Bookmark8	null	null	null	2
96	www.bookmark177.com	Bookmark12	null	null	null	1
97	www.bookmark178.com	Bookmark7	null	null	null	1
97	www.bookmark179.com	Bookmark15	null	null	null	1
98	www.bookmark180.com	Bookmark9	null	null	null	1
98	www.bookmark181.com	Bookmark5	null	null	null	3
98	www.bookmark182.com	Bookmark9	null	null	null	1
98	www.bookmark183.com	Bookmark5	null	null	null	3
99	www.bookmark184.com	Bookmark7	null	null	null	1
