USER_ID	NAME	DESCRIPTION	LOCATION	LINK	PRIVACY
38	Album11	null	null	www.album90.com	2
39	Album1	null	null	www.album91.com	1
39	Album6	null	null	www.album92.com	4
39	Album12	null	null	www.album93.com	1
39	Album12	null	null	www.album94.com	4
39	Album13	null	null	www.album95.com	4
40	Album8	null	null	www.album96.com	2
40	Album4	null	null	www.album97.com	4
40	Album11	null	null	www.album98.com	1
40	Album9	null	null	www.album99.com	1
40	Album5	null	null	www.album100.com	1
41	Album7	null	null	www.album101.com	4
41	Album1	null	null	www.album102.com	1
42	Album3	null	null	www.album103.com	4
42	Album3	null	null	www.album104.com	4
42	Album5	null	null	www.album105.com	1
42	Album4	null	null	www.album106.com	3
42	Album15	null	null	www.album107.com	2
43	Album5	null	null	www.album108.com	1
43	Album1	null	null	www.album109.com	2
43	Album8	null	null	www.album110.com	4
43	Album3	null	null	www.album111.com	3
43	Album2	null	null	www.album112.com	2
44	Album14	null	null	www.album113.com	4
45	Album11	null	null	www.album114.com	4
45	Album2	null	null	www.album115.com	2
46	Album15	null	null	www.album116.com	4
46	Album13	null	null	www.album117.com	3
46	Album11	null	null	www.album118.com	1
46	Album13	null	null	www.album119.com	2
46	Album14	null	null	www.album120.com	4
47	Album2	null	null	www.album121.com	4
47	Album6	null	null	www.album122.com	2
47	Album13	null	null	www.album123.com	1
47	Album14	null	null	www.album124.com	3
48	Album1	null	null	www.album125.com	1
49	Album13	null	null	www.album126.com	3
49	Album6	null	null	www.album127.com	3
50	Album15	null	null	www.album128.com	1
50	Album1	null	null	www.album129.com	3
50	Album15	null	null	www.album130.com	1
50	Album1	null	null	www.album131.com	4
51	Album15	null	null	www.album132.com	4
51	Album8	null	null	www.album133.com	2
51	Album3	null	null	www.album134.com	3
51	Album14	null	null	www.album135.com	4
54	Album10	null	null	www.album136.com	4
54	Album14	null	null	www.album137.com	1
54	Album5	null	null	www.album138.com	2
55	Album11	null	null	www.album139.com	2
55	Album6	null	null	www.album140.com	3
55	Album15	null	null	www.album141.com	2
55	Album5	null	null	www.album142.com	4
56	Album8	null	null	www.album143.com	3
56	Album8	null	null	www.album144.com	4
57	Album14	null	null	www.album145.com	3
57	Album9	null	null	www.album146.com	2
57	Album3	null	null	www.album147.com	4
57	Album10	null	null	www.album148.com	3
59	Album12	null	null	www.album149.com	4
59	Album12	null	null	www.album150.com	1
59	Album13	null	null	www.album151.com	1
60	Album10	null	null	www.album152.com	1
60	Album15	null	null	www.album153.com	2
60	Album11	null	null	www.album154.com	4
60	Album10	null	null	www.album155.com	4
60	Album12	null	null	www.album156.com	3
61	Album9	null	null	www.album157.com	1
61	Album6	null	null	www.album158.com	4
61	Album11	null	null	www.album159.com	4
61	Album4	null	null	www.album160.com	4
61	Album6	null	null	www.album161.com	1
63	Album14	null	null	www.album162.com	4
63	Album15	null	null	www.album163.com	3
63	Album8	null	null	www.album164.com	1
63	Album3	null	null	www.album165.com	2
63	Album14	null	null	www.album166.com	4
64	Album12	null	null	www.album167.com	3
65	Album3	null	null	www.album168.com	1
66	Album1	null	null	www.album169.com	2
66	Album1	null	null	www.album170.com	2
66	Album1	null	null	www.album171.com	2
66	Album11	null	null	www.album172.com	3
67	Album11	null	null	www.album173.com	2
68	Album7	null	null	www.album174.com	2
68	Album11	null	null	www.album175.com	3
68	Album10	null	null	www.album176.com	4
68	Album3	null	null	www.album177.com	3
69	Album4	null	null	www.album178.com	4
71	Album11	null	null	www.album179.com	2
71	Album2	null	null	www.album180.com	1
71	Album10	null	null	www.album181.com	4
71	Album8	null	null	www.album182.com	4
72	Album11	null	null	www.album183.com	1
74	Album11	null	null	www.album184.com	1
74	Album4	null	null	www.album185.com	2
74	Album2	null	null	www.album186.com	3
74	Album2	null	null	www.album187.com	1
74	Album5	null	null	www.album188.com	1
75	Album7	null	null	www.album189.com	4
75	Album6	null	null	www.album190.com	2
75	Album4	null	null	www.album191.com	3
75	Album9	null	null	www.album192.com	2
75	Album8	null	null	www.album193.com	4
77	Album13	null	null	www.album194.com	4
77	Album4	null	null	www.album195.com	1
77	Album9	null	null	www.album196.com	3
77	Album14	null	null	www.album197.com	2
77	Album7	null	null	www.album198.com	2
78	Album4	null	null	www.album199.com	2
78	Album5	null	null	www.album200.com	3
78	Album14	null	null	www.album201.com	3
79	Album1	null	null	www.album202.com	2
79	Album2	null	null	www.album203.com	1
79	Album12	null	null	www.album204.com	2
80	Album5	null	null	www.album205.com	1
80	Album7	null	null	www.album206.com	3
80	Album2	null	null	www.album207.com	1
81	Album4	null	null	www.album208.com	2
81	Album2	null	null	www.album209.com	2
82	Album4	null	null	www.album210.com	4
83	Album14	null	null	www.album211.com	1
84	Album7	null	null	www.album212.com	2
84	Album7	null	null	www.album213.com	3
84	Album1	null	null	www.album214.com	1
84	Album8	null	null	www.album215.com	2
84	Album7	null	null	www.album216.com	1
86	Album3	null	null	www.album217.com	1
86	Album11	null	null	www.album218.com	4
87	Album6	null	null	www.album219.com	1
87	Album10	null	null	www.album220.com	2
88	Album1	null	null	www.album221.com	3
88	Album4	null	null	www.album222.com	2
92	Album9	null	null	www.album223.com	3
92	Album15	null	null	www.album224.com	4
92	Album6	null	null	www.album225.com	4
92	Album2	null	null	www.album226.com	3
92	Album8	null	null	www.album227.com	3
93	Album1	null	null	www.album228.com	2
94	Album14	null	null	www.album229.com	3
94	Album3	null	null	www.album230.com	1
94	Album6	null	null	www.album231.com	3
94	Album3	null	null	www.album232.com	3
96	Album5	null	null	www.album233.com	1
96	Album2	null	null	www.album234.com	1
97	Album11	null	null	www.album235.com	3
97	Album2	null	null	www.album236.com	4
97	Album4	null	null	www.album237.com	4
97	Album7	null	null	www.album238.com	4
97	Album11	null	null	www.album239.com	1
98	Album4	null	null	www.album240.com	4
99	Album2	null	null	www.album241.com	3
100	Album10	null	null	www.album242.com	3
100	Album10	null	null	www.album243.com	3
100	Album11	null	null	www.album244.com	3
7	Album A1	HA1	null	www.albumA1.com	1
7	Album A2	HA2	null	www.albumA2.com	2
7	Album A3	HA3	null	www.albumA3.com	3
7	Album A4	HA4	null	www.albumA4.com	4
71	Album A5	HA5	null	www.albumA5.com	1
71	Album A6	HA6	null	www.albumA6.com	2
71	Album A7	HA7	null	www.albumA7.com	3
71	Album A8	HA8	null	www.albumA8.com	4
4	Album A9	HA9	null	www.albumA9.com	1
4	Album A10	HA10	null	www.albumA10.com	2
4	Album A11	HA11	null	www.albumA11.com	3
4	Album A12	HA12	null	www.albumA12.com	4
10	Album A13	HA13	null	www.albumA13.com	1
